B1,B2,B3,B4,B5,B6_VCID_2,B7,system:index,STATE,ELEV_IN_FT,POP_2010,id
31,28,26,61,50,203,29,2268,NC,833,10486,15427
37,35,36,50,43,204,32,2269,AR,266,22858,15429
37,33,32,46,40,203,31,2270,AR,223,12345,15445
38,35,34,44,43,205,34,2271,AR,210,26245,15448
34,32,32,46,49,204,36,2272,TN,259,646889,15457
33,33,33,52,53,202,35,2273,TN,282,11517,15458
37,33,30,35,29,196,24,2274,SC,942,22889,15476
32,29,25,62,40,202,25,2275,SC,866,18238,15477
37,34,33,53,47,205,32,2276,SC,797,37013,15482
34,31,29,58,46,203,25,2277,AR,335,193524,15509
35,36,43,67,90,204,61,2278,AR,351,17163,15510
31,26,24,57,46,200,26,2279,AR,328,29523,15511
28,26,23,55,45,199,27,2280,MS,312,48982,15519
29,24,20,46,37,192,21,2281,AL,705,42938,15524
31,24,23,44,33,197,20,2282,AL,643,14770,15525
38,36,36,49,54,206,43,2283,NC,128,21542,15531
44,43,44,52,56,206,46,2284,MS,279,34546,15561
38,35,35,44,45,206,34,2285,AR,315,10318,15563
33,31,30,53,47,205,33,2286,GA,968,23896,15574
37,34,33,57,55,202,36,2287,NC,36,106476,15576
31,29,27,58,54,204,33,2288,SC,285,14988,15605
33,27,25,29,27,195,22,2289,GA,1093,93853,15609
28,23,21,43,41,193,25,2290,GA,965,19456,15610
38,35,34,47,44,205,35,2291,SC,171,40524,15612
34,31,29,46,40,201,29,2292,GA,955,11596,15613
37,34,33,47,40,203,31,2293,GA,1060,18242,15614
28,23,20,57,42,194,25,2294,GA,1148,18522,15615
26,22,19,65,44,195,21,2295,GA,1001,15355,15616
44,42,42,51,49,206,41,2296,GA,988,14099,15623
39,36,36,54,40,205,28,2297,GA,1129,56579,15633
35,35,35,56,50,203,35,2298,GA,1060,51271,15634
42,40,40,53,51,204,40,2299,GA,1004,10458,15656
45,44,46,55,66,205,50,2300,AL,699,19933,15672
27,23,20,51,39,195,20,2301,AL,951,34033,15673
32,31,32,53,51,202,35,2302,GA,1138,13956,15679
30,26,24,52,46,194,28,2303,MS,233,11307,15681
33,32,29,68,62,204,34,2304,AL,545,12749,15700
41,37,34,49,55,200,45,2305,AL,558,15676,15701
31,27,25,41,30,193,19,2306,GA,866,22084,15706
37,35,35,47,46,203,38,2307,GA,801,25636,15707
29,24,21,55,44,196,24,2308,AR,361,29919,15708
39,39,38,59,54,201,39,2309,AL,220,90468,15712
26,21,17,51,42,191,22,2310,MS,331,23888,15713
40,39,40,47,47,205,38,2311,AR,338,11577,15726
30,29,27,56,49,201,32,2312,MS,112,11403,15766
29,25,22,60,41,196,22,2313,LA,151,199311,15768
32,28,25,44,40,200,28,2314,GA,371,91351,15779
43,42,44,62,67,205,51,2315,MS,338,24149,15782
39,37,36,46,47,205,36,2316,AL,135,20756,15793
39,38,37,56,51,204,35,2317,LA,82,13065,15795
37,35,32,59,54,202,38,2318,SC,20,12530,15799
37,34,33,52,49,204,36,2319,GA,308,66588,15800
37,34,34,44,39,204,29,2320,GA,256,28422,15801
30,28,26,48,41,200,28,2321,MS,243,23856,15802
45,44,44,51,53,204,43,2322,GA,299,10473,15820
39,36,36,49,47,202,35,2323,GA,20,136286,15830
38,37,37,48,52,205,41,2324,AL,541,18033,15842
40,39,38,43,42,204,33,2325,GA,351,16350,15863
37,35,35,47,44,203,32,2326,GA,135,14649,15871
41,39,38,47,57,208,46,2327,MS,423,12790,15877
37,34,33,47,45,202,33,2328,AL,13,13405,15886
30,26,23,54,46,197,28,2329,GA,10,17121,15888
38,36,35,51,45,203,35,2330,GA,282,18413,15893
39,36,34,56,40,204,29,2331,GA,220,54518,15894
45,46,49,62,67,202,57,2332,LA,102,14960,15908
28,23,19,55,40,192,20,2333,LA,7,11560,15909
46,45,46,66,64,203,49,2334,LA,3,27068,15911
30,27,23,69,41,199,20,2335,FL,203,181376,15913
43,41,43,56,58,203,42,2336,MS,26,14792,15914
37,34,34,46,46,203,36,2337,FL,13,18493,15922
38,35,34,42,43,203,34,2338,LA,16,20410,15927
38,35,33,51,49,203,37,2339,FL,7,12975,15935
41,40,41,63,63,206,43,2340,LA,13,14566,15946
33,31,28,66,47,202,28,2341,FL,10,12252,15950
38,35,33,62,53,205,35,2342,FL,75,13951,15953
28,23,19,63,41,195,23,2343,FL,72,13657,15957
47,46,46,56,58,205,46,2344,FL,30,53570,15958
41,39,40,63,75,204,51,2345,FL,52,33282,15959
49,49,49,71,71,202,56,2346,FL,20,76068,15960
37,34,32,66,61,202,35,2347,FL,13,10109,15961
55,56,59,69,68,203,50,2348,FL,7,43761,15962
38,36,35,69,64,204,41,2349,FL,30,18355,15963
40,36,35,46,46,206,36,2350,FL,89,15751,15964
49,46,46,56,63,206,47,2351,FL,125,34568,15965
26,20,15,48,27,196,13,2352,FL,92,27852,15966
40,36,37,59,47,204,34,2353,FL,89,13288,15968
40,37,37,54,47,205,34,2354,FL,164,33874,15970
44,43,43,61,56,205,40,2355,FL,75,35183,15971
34,31,30,55,43,203,29,2356,FL,20,16884,15975
35,30,28,38,32,202,22,2357,FL,43,244769,15977
37,34,31,42,36,204,26,2358,FL,36,17233,15978
43,40,39,52,47,205,35,2359,FL,23,23484,15980
29,22,18,22,12,197,8,2360,FL,16,335709,15982
28,24,19,55,39,199,20,2361,FL,62,24541,15983
48,48,49,73,73,200,55,2362,FL,20,21929,15984
42,39,38,63,50,202,35,2363,FL,13,15220,15985
36,34,31,67,43,203,26,2364,FL,138,10491,15986
42,40,41,50,48,206,35,2365,FL,20,51917,15988
35,32,29,69,46,201,29,2366,FL,10,20748,15989
43,42,41,62,53,201,39,2367,FL,10,15593,15990
46,44,44,56,54,203,38,2368,FL,13,99919,15993
38,37,38,65,73,202,48,2369,FL,10,16413,15997
51,49,48,81,53,200,31,2370,FL,3,10344,15998
32,28,23,48,31,200,19,2371,FL,13,53284,15999
48,47,45,87,56,201,32,2372,FL,3,84439,16000
31,28,25,58,49,201,31,2373,FL,10,60427,16001
45,43,43,63,61,202,42,2374,FL,7,14156,16002
37,36,33,64,44,201,26,2375,FL,7,65333,16003
37,35,33,70,48,202,26,2376,FL,7,11632,16004
42,39,37,65,54,202,37,2377,FL,10,11657,16006
45,44,42,80,56,201,33,2378,FL,3,20832,16007
44,43,43,66,56,203,41,2379,FL,3,13499,16008
34,28,26,28,24,193,20,2380,TN,1519,15062,16099
33,28,27,35,30,199,24,2381,NC,1010,23123,16123
37,35,36,52,44,203,31,2382,NC,974,12639,16124
29,25,22,59,49,193,27,2383,NC,906,10232,16139
43,39,38,52,45,205,36,2384,NC,486,57233,16152
31,29,26,52,38,201,24,2385,TN,883,20676,16171
38,34,32,46,42,203,33,2386,NC,43,11415,16177
36,33,33,55,46,203,31,2387,NC,440,24661,16193
36,34,32,60,53,202,36,2388,NC,315,11401,16194
33,32,29,65,52,200,31,2389,NC,302,18576,16195
36,33,30,61,45,202,29,2390,NC,495,135234,16196
39,35,35,51,43,204,32,2391,NC,390,17937,16197
32,29,27,58,47,202,29,2392,NC,361,25745,16198
29,26,23,68,46,194,25,2393,NC,390,30117,16199
33,29,28,36,34,201,25,2394,NC,909,32711,16215
44,43,43,62,59,204,48,2395,NC,341,16116,16290
37,36,36,51,45,205,36,2396,NC,810,46773,16349
27,23,18,57,43,193,22,2397,NC,728,27198,16350
35,32,31,41,35,204,28,2398,NC,787,22722,16351
28,27,23,80,62,194,30,2399,NC,784,24866,16352
29,24,22,52,39,193,25,2400,NC,820,10944,16353
28,24,22,64,48,192,26,2401,NC,630,11526,16364
31,29,27,58,50,200,33,2402,TN,381,43965,16403
32,28,26,56,45,202,30,2403,NC,112,15176,16438
31,29,27,61,49,201,29,2404,NC,699,33518,16453
29,27,24,57,43,202,26,2405,SC,623,10811,16479
39,38,37,62,65,201,51,2406,NC,23,13527,16683
39,37,37,52,48,206,37,2407,SC,354,11097,16723
39,37,37,46,41,205,32,2408,SC,394,17870,16724
37,33,32,47,41,202,33,2409,SC,72,43392,16886
35,31,28,54,45,203,32,2410,SC,10,37099,16974
28,21,17,49,34,194,18,2411,SC,23,10678,16975
34,31,29,56,47,204,31,2412,FL,85,13926,17229
49,50,52,66,68,201,47,2413,FL,7,55156,17255
49,46,46,52,53,203,40,2414,FL,7,10423,17259
38,37,34,73,55,202,34,2415,FL,7,91992,17272
34,30,26,56,36,201,20,2416,FL,3,29361,17275
40,38,36,68,50,203,30,2417,FL,7,40286,17276
35,32,29,50,42,206,31,2418,SC,23,67843,17286
28,25,21,53,38,196,22,2419,WA,400,10830,17326
30,25,23,47,37,194,23,2420,WA,167,15645,17340
33,28,25,37,28,200,20,2421,WA,607,23491,17365
34,29,28,33,27,206,22,2422,OR,213,49425,17414
27,24,22,33,25,203,17,2423,OR,4134,19257,17440
30,26,24,49,43,195,28,2424,CA,144,15177,17485
31,29,26,67,41,205,24,2425,UT,4278,26505,17499
35,35,33,63,47,207,35,2426,UT,4531,35731,17500
26,22,20,42,26,203,18,2427,CA,2333,11310,17530
39,41,47,55,57,206,48,2428,CO,7221,10266,17535
38,36,36,49,40,211,31,2429,CO,4724,19889,17556
27,23,21,52,35,202,20,2430,CA,427,20402,17559
38,39,47,61,66,203,55,2431,CO,7369,13116,17562
28,26,23,66,43,204,24,2432,CA,768,42108,17565
33,29,27,41,30,206,22,2433,CA,121,61762,17579
35,30,28,36,31,205,25,2434,CA,174,30912,17580
35,31,29,44,34,207,25,2435,CA,33,47513,17581
36,37,37,70,59,206,37,2436,CA,141,33121,17582
40,36,36,43,38,203,29,2437,CA,259,14570,17609
35,31,30,41,40,205,30,2438,CA,187,12669,17612
37,31,30,35,32,200,26,2439,CA,43,21925,17619
35,30,29,34,32,200,26,2440,CA,161,61388,17620
39,36,36,41,38,206,32,2441,CA,151,15536,17638
34,30,29,45,39,204,27,2442,NC,840,18627,17728
42,39,39,48,46,203,32,2443,TN,545,39974,17758
28,25,25,49,35,191,23,2444,NM,7211,12019,17779
38,34,33,41,39,203,33,2445,NC,148,10966,17795
32,29,29,41,34,204,27,2446,CA,4613,10770,17796
35,36,38,50,49,207,39,2447,CA,6772,12304,17797
38,35,35,40,38,209,30,2448,CA,1099,23851,17799
28,26,24,45,35,200,25,2449,CA,5174,12424,17803
35,32,31,37,35,204,29,2450,CA,131,14276,17805
36,31,30,33,30,211,25,2451,CA,404,15120,17825
33,32,35,45,44,206,34,2452,AZ,3458,11605,17843
35,31,29,43,30,193,24,2453,NC,499,12334,17850
33,27,25,42,29,190,21,2454,NC,525,13124,17852
39,37,38,47,46,206,37,2455,NC,276,11964,17875
36,34,34,66,55,201,38,2456,NC,748,13831,17878
34,32,30,57,42,201,26,2457,CA,46,23096,17887
34,30,28,55,40,209,27,2458,CA,584,10866,17916
36,33,32,42,35,209,28,2459,CA,1358,42777,17918
33,28,26,39,29,207,22,2460,CA,453,54038,17921
39,42,46,66,62,214,49,2461,CA,2661,12328,17922
38,35,34,37,35,209,30,2462,CA,72,22753,17923
35,33,34,54,44,212,31,2463,CA,755,20199,17985
37,36,37,50,49,209,37,2464,CA,669,11570,17987
35,35,38,62,61,211,46,2465,CA,1283,11541,17989
31,29,30,47,47,208,34,2466,CA,1834,14236,18014
33,29,28,42,33,200,27,2467,CA,118,12538,18015
34,29,28,32,29,208,24,2468,CA,486,15379,18018
39,35,35,40,33,208,28,2469,CA,682,30534,18019
37,35,39,48,54,209,43,2470,CA,354,34169,18023
37,35,36,45,41,209,35,2471,CA,413,20648,18025
42,44,51,67,66,212,52,2472,AZ,1509,10475,18030
41,42,48,63,58,213,47,2473,AZ,1781,10159,18032
40,48,64,86,95,208,80,2474,NM,4065,14631,18050
42,46,51,63,66,211,54,2475,AZ,2411,66795,18108
47,51,57,78,76,210,59,2476,AZ,2579,50796,18110
40,42,48,60,57,211,47,2477,AZ,2904,21391,18111
44,44,47,60,63,208,48,2478,TX,827,29589,18193
31,31,29,67,46,205,27,2479,TX,827,21764,18218
33,33,31,59,51,206,32,2480,TX,938,16151,18219
29,24,20,55,39,197,21,2481,TX,26,22942,18248
37,36,35,57,57,204,35,2482,TX,82,15869,18250
37,38,41,71,76,201,48,2483,TX,69,65844,18251
32,30,28,67,51,202,30,2484,TX,23,38289,18253
29,25,22,56,46,196,29,2485,TX,965,21262,18260
30,26,23,55,50,200,30,2486,TX,92,12382,18265
28,24,20,53,42,198,22,2487,TX,72,19069,18266
29,27,24,69,63,199,33,2488,TX,69,11538,18267
37,35,34,63,48,200,32,2489,FL,13,12015,18307
37,35,31,75,51,202,29,2490,FL,10,18928,18308
35,32,28,51,44,201,25,2491,FL,16,34140,18309
39,38,36,77,60,202,38,2492,FL,16,56508,18311
37,35,33,74,50,201,30,2493,FL,3,12344,18333
41,39,37,59,48,203,33,2494,FL,7,10493,18334
41,39,35,67,48,202,30,2495,FL,10,23410,18335
33,32,26,70,39,200,20,2496,FL,3,18223,18336
33,27,24,38,30,197,22,2497,WA,72,80885,18346
40,39,39,46,42,207,34,2498,MT,2956,19927,18350
38,33,31,34,31,200,25,2499,WA,20,15778,18366
32,27,25,44,40,200,27,2500,WA,115,17926,18378
37,35,35,45,40,208,29,2501,WA,2352,10590,18398
31,28,25,60,41,203,25,2502,ID,2188,44137,18402
32,27,24,37,29,196,20,2503,WA,10,19204,18406
34,29,27,36,31,200,24,2504,WA,89,23025,18409
37,32,31,36,32,199,25,2505,WA,36,37729,18410
34,29,26,35,29,197,21,2506,WA,381,10624,18414
40,37,37,42,45,203,37,2507,WA,82,70180,18416
39,32,30,36,34,202,27,2508,WA,85,122363,18417
29,22,18,42,26,196,16,2509,WA,72,33505,18419
37,31,29,34,31,199,24,2510,WA,377,33313,18420
29,25,21,47,32,198,19,2511,WA,108,30434,18422
37,32,30,38,29,197,22,2512,WA,30,20460,18423
34,29,27,38,29,199,21,2513,WA,43,92411,18424
31,28,25,42,36,202,24,2514,WA,381,17575,18425
34,31,28,38,32,200,24,2515,WA,89,29673,18426
40,33,29,32,31,199,26,2516,WA,10,16896,18446
34,26,23,39,28,197,23,2517,WA,374,27227,18451
34,29,27,31,27,200,22,2518,WA,381,35803,18453
33,28,26,34,30,201,24,2519,WA,571,17374,18454
33,27,25,35,31,200,23,2520,WA,187,16336,18471
30,26,23,57,32,201,19,2521,WA,407,73917,18481
38,34,34,40,36,210,31,2522,MT,3123,104170,18496
33,28,26,38,31,201,21,2523,WA,66,11925,18503
40,37,38,45,36,204,29,2524,MT,4816,37280,18509
29,28,29,47,60,202,39,2525,MT,5827,33525,18511
34,31,30,50,47,203,34,2526,WA,230,19556,18519
23,18,11,64,29,195,11,2527,WA,157,19686,18520
32,29,27,43,36,204,25,2528,WA,295,17571,18523
39,34,33,41,39,208,30,2529,WA,79,19355,18524
36,33,33,47,37,206,26,2530,OR,194,89803,18556
36,34,33,40,38,204,30,2531,OR,180,11869,18557
30,26,24,39,27,202,18,2532,OR,180,16629,18568
33,30,28,49,37,205,26,2533,OR,154,15829,18569
29,25,22,49,37,199,23,2534,OR,531,10539,18571
35,30,29,38,30,204,22,2535,OR,141,36478,18581
36,32,31,37,33,203,27,2536,OR,325,14583,18590
61,64,67,77,65,206,40,2537,OR,213,50158,18605
35,32,30,44,33,202,23,2538,OR,226,54462,18611
43,39,41,50,39,203,33,2539,OR,3625,76639,18618
37,35,35,42,39,211,32,2540,ID,2375,46237,18641
31,29,28,65,44,204,28,2541,ID,2674,205671,18642
38,36,37,45,40,209,33,2542,ID,2566,19908,18643
27,26,24,76,47,203,27,2543,ID,4715,13816,18644
39,38,39,46,46,207,40,2544,ID,4705,56813,18645
39,38,41,48,45,209,36,2545,ID,4498,11899,18651
36,31,29,37,34,203,25,2546,OR,23,15967,18654
48,49,51,56,50,207,41,2547,ID,4472,13922,18668
30,27,25,49,36,204,24,2548,OR,1273,17169,18673
32,28,27,36,29,202,24,2549,OR,1949,20078,18675
38,36,37,42,36,209,31,2550,ID,3763,10890,18681
47,46,49,55,56,206,49,2551,ID,4163,10345,18684
36,33,31,58,39,207,25,2552,UT,4436,17899,18703
38,42,48,73,85,209,61,2553,NV,5659,12361,18705
35,35,37,57,52,212,39,2554,NV,4724,19299,18712
31,29,28,49,39,201,31,2555,WY,6086,59466,18714
29,23,19,36,31,194,19,2556,CA,23,17231,18720
28,27,24,63,39,203,25,2557,UT,4380,15335,18735
37,37,38,52,49,210,38,2558,UT,4465,30112,18736
31,30,28,67,47,206,31,2559,UT,4393,20426,18737
42,44,48,57,57,209,47,2560,UT,4373,42552,18738
35,34,33,64,46,207,29,2561,UT,4357,27300,18739
32,29,29,47,33,200,25,2562,UT,4285,62139,18745
29,28,28,65,47,205,30,2563,UT,4823,33433,18747
37,37,38,59,58,207,46,2564,UT,4505,42274,18748
34,30,29,36,31,205,27,2565,UT,4606,26263,18757
34,32,37,53,73,215,54,2566,UT,4882,21415,18758
26,23,21,54,34,201,22,2567,CO,5328,97385,18775
35,31,28,54,38,206,28,2568,CA,197,86187,18779
38,39,43,56,56,208,45,2569,CO,5390,55889,18782
36,35,38,54,52,207,42,2570,CO,4984,33352,18785
53,61,71,79,77,207,57,2571,CO,5157,45913,18786
32,31,33,50,36,207,26,2572,CO,5348,106433,18789
45,45,45,50,39,205,32,2573,CO,5279,600158,18790
32,35,41,57,65,204,49,2574,CO,5833,100377,18793
31,30,29,54,45,206,34,2575,CO,5403,325078,18795
34,33,32,63,53,207,32,2576,CA,69,17773,18801
38,39,42,66,62,208,42,2577,CA,66,13656,18802
32,29,27,60,37,205,23,2578,CA,1227,13330,18817
40,38,40,48,44,211,37,2579,NV,2697,36441,18822
30,30,33,53,76,205,50,2580,CO,5545,32882,18825
35,33,35,40,39,204,34,2581,CO,6010,416427,18826
29,27,28,67,58,205,32,2582,CA,1791,11037,18830
36,33,32,48,34,206,22,2583,CA,52,65622,18834
34,32,31,55,45,203,29,2584,CA,46,19454,18835
33,30,27,54,35,206,23,2585,CA,92,42694,18842
34,29,27,31,27,208,22,2586,CA,239,33960,18843
36,32,32,37,34,208,27,2587,CA,56,15106,18844
31,28,26,59,36,206,21,2588,CA,49,22681,18845
36,34,33,58,43,206,29,2589,CA,164,83301,18846
37,38,42,65,49,207,37,2590,CA,89,24836,18847
38,37,38,53,47,206,37,2591,CO,5351,16400,18856
32,29,26,42,33,201,23,2592,CA,26,26997,18859
48,50,53,58,50,208,37,2593,CA,62,18351,18860
41,43,49,64,85,210,68,2594,CO,5066,29637,18861
29,24,20,41,28,197,18,2595,CA,105,10735,18893
36,36,39,50,46,208,39,2596,UT,5846,28857,18896
31,28,26,42,40,200,29,2597,CA,7,13352,18898
35,31,30,46,38,204,27,2598,CA,394,10897,18902
40,37,37,41,40,204,32,2599,CA,43,102372,18904
41,39,39,45,43,206,35,2600,CA,79,51481,18905
41,37,37,43,41,203,33,2601,CA,75,122067,18906
39,39,40,54,52,207,42,2602,CA,69,13722,18909
36,34,34,61,48,208,32,2603,CA,92,45417,18911
33,27,25,30,26,195,21,2604,CA,36,23452,18913
42,37,36,39,31,200,23,2605,CA,33,73812,18914
45,42,40,43,40,203,34,2606,CA,171,112580,18915
36,32,30,37,32,204,25,2607,CA,367,46036,18917
45,45,48,54,58,211,49,2608,CA,239,18720,18920
37,32,31,37,33,202,26,2609,CA,43,25835,18925
37,31,29,36,31,200,24,2610,CA,39,28806,18926
39,33,31,33,32,192,26,2611,CA,407,101123,18927
30,26,25,30,24,194,19,2612,CO,6532,16887,18930
37,36,37,54,49,209,39,2613,CA,118,10755,18931
40,39,41,52,48,209,38,2614,CA,177,10613,18934
37,35,33,56,38,208,27,2615,CA,151,28168,18935
31,31,30,74,46,208,30,2616,UT,3248,13748,18937
43,42,42,52,42,209,33,2617,CA,361,95631,18945
38,36,37,51,40,212,31,2618,CA,673,13380,18946
34,30,28,47,36,206,27,2619,CA,200,39349,18950
39,35,35,40,38,203,31,2620,CA,236,58302,18951
53,55,60,75,82,205,64,2621,OK,702,35750,18978
42,40,41,50,52,206,42,2622,CA,92,17560,19021
39,38,40,61,48,211,38,2623,NV,2510,15023,19029
54,61,71,84,98,209,81,2624,NV,2365,24085,19030
36,34,33,47,40,209,32,2625,CA,335,21453,19045
26,21,16,65,37,194,16,2626,OK,597,18581,19050
44,46,51,59,61,212,51,2627,CA,807,15505,19055
47,47,49,67,60,209,47,2628,CA,207,24813,19057
28,24,22,59,56,195,27,2629,OK,600,20884,19059
45,46,48,58,57,204,43,2630,OK,755,98850,19060
28,29,22,100,62,201,29,2631,OK,617,16924,19061
36,36,39,44,45,208,40,2632,TX,3077,13251,19084
41,40,43,47,48,208,42,2633,TX,3661,14691,19087
34,32,30,69,43,208,27,2634,CA,728,77983,19115
39,41,51,76,86,210,57,2635,CA,860,74799,19116
44,51,63,76,81,215,67,2636,CA,2871,31765,19118
43,43,46,50,49,214,41,2637,CA,2175,22639,19119
41,40,41,49,49,211,41,2638,CA,1004,52154,19121
38,38,41,53,59,206,48,2639,CA,331,16714,19123
38,38,41,54,55,205,43,2640,CA,118,17252,19126
44,44,46,53,51,207,42,2641,CA,879,28310,19127
53,55,57,62,57,212,43,2642,CA,469,32684,19138
40,39,42,46,49,216,41,2643,CA,2342,18150,19141
42,40,40,47,45,211,37,2644,CA,364,14058,19142
40,40,43,52,54,211,46,2645,CA,449,19304,19148
36,33,32,44,35,208,26,2646,CA,404,347483,19149
44,47,52,58,65,215,56,2647,CA,2405,14120,19150
41,40,44,51,58,211,52,2648,CA,315,53041,19152
29,25,27,61,75,197,43,2649,OK,1152,11146,19153
40,41,42,70,63,205,44,2650,OK,1309,19051,19154
34,36,35,79,65,204,38,2651,OK,1201,21332,19155
35,34,36,47,45,207,37,2652,TX,3668,190695,19157
36,36,37,49,43,208,35,2653,AZ,3327,11265,19169
25,21,18,51,35,192,16,2654,OK,1093,16036,19170
37,38,41,47,38,207,32,2655,NM,4954,545852,19177
41,43,48,66,61,208,48,2656,TX,3543,13303,19181
30,27,26,51,33,201,25,2657,CA,358,28905,19184
39,37,37,48,49,205,40,2658,CA,33,13040,19188
31,30,29,60,58,201,34,2659,OK,1010,16810,19192
34,32,35,43,40,210,36,2660,NM,4268,37775,19196
27,23,23,42,53,206,34,2661,CA,1106,13811,19199
45,45,48,53,58,206,50,2662,CA,177,65201,19202
28,28,30,58,59,193,37,2663,OK,1398,19813,19203
35,32,33,46,47,208,34,2664,CA,200,126496,19207
40,40,39,66,49,208,33,2665,CA,417,20551,19209
37,34,33,37,34,209,28,2666,CA,177,57156,19210
41,40,40,47,43,214,36,2667,CA,2497,10912,19211
36,35,35,52,43,208,33,2668,CA,525,48993,19212
37,35,35,58,48,208,33,2669,CA,348,22822,19214
39,36,36,40,37,209,32,2670,CA,39,91714,19215
30,26,23,46,28,203,18,2671,CA,46,49041,19216
47,47,48,59,53,208,38,2672,CA,1168,34926,19217
41,44,53,62,70,214,61,2673,CA,3225,15922,19218
36,32,31,37,33,210,27,2674,CA,148,15966,19219
38,37,36,55,43,208,31,2675,CA,154,25540,19220
40,39,39,51,45,208,35,2676,CA,95,35983,19221
24,19,18,39,33,203,19,2677,CA,1683,20330,19222
41,40,40,47,41,212,32,2678,CA,492,83089,19223
35,32,31,49,38,208,29,2679,CA,482,56364,19224
36,32,31,37,32,210,26,2680,CA,52,16522,19225
44,43,45,53,50,209,40,2681,CA,610,46361,19227
38,36,36,47,44,209,36,2682,CA,374,75390,19228
40,38,39,41,41,209,36,2683,CA,141,35477,19229
36,32,31,33,31,209,27,2684,CA,121,42072,19230
35,33,32,45,40,208,30,2685,CA,72,76616,19231
35,32,31,54,39,204,28,2686,CA,259,34109,19232
42,43,42,53,44,208,35,2687,CA,607,103340,19234
29,26,25,59,42,207,24,2688,CA,928,23058,19235
41,37,37,38,40,211,36,2689,CA,171,58114,19236
38,34,34,35,34,208,28,2690,CA,131,109673,19238
44,43,44,48,51,209,43,2691,CA,141,12823,19240
42,40,42,47,47,208,40,2692,CA,69,96455,19241
39,34,34,36,33,210,27,2693,CA,558,47796,19242
38,34,34,38,33,209,27,2694,CA,121,23805,19243
46,45,46,56,51,207,45,2695,CA,95,38883,19244
36,33,33,39,37,207,31,2696,CA,696,55544,19245
45,44,45,48,46,210,38,2697,CA,118,111772,19246
35,32,33,39,36,209,29,2698,CA,512,21321,19247
30,28,24,78,50,203,26,2699,OK,1125,23431,19254
34,35,35,71,66,203,40,2700,OK,873,24283,19259
43,44,48,56,58,205,48,2701,TX,1060,10811,19279
29,25,22,63,41,197,22,2702,OK,636,15856,19281
36,33,33,47,39,210,29,2703,CA,722,21930,19287
42,41,42,49,48,209,42,2704,CA,722,12672,19289
40,37,39,47,43,211,35,2705,CA,774,34280,19291
37,36,35,45,41,213,34,2706,CA,1775,14578,19293
53,55,59,65,67,215,56,2707,CA,328,51200,19294
48,51,54,62,74,214,67,2708,CA,-69,40704,19295
36,35,37,47,49,212,40,2709,CA,1535,14347,19297
35,32,32,48,38,211,28,2710,CA,2349,29603,19298
41,40,41,45,46,211,40,2711,CA,2612,36877,19299
42,41,44,50,45,214,40,2712,CA,272,20817,19300
22,14,9,6,3,193,2,2713,CA,1384,10561,19302
50,53,58,65,78,214,71,2714,CA,-13,76036,19305
33,30,29,43,34,209,26,2715,CA,679,152374,19306
51,53,57,63,57,214,46,2716,CA,1076,25938,19307
38,41,48,63,70,213,56,2717,AZ,2014,14952,19308
37,33,34,39,35,213,29,2718,AZ,1214,236123,19310
37,38,40,61,52,213,40,2719,AZ,974,76238,19311
38,37,39,43,43,213,36,2720,AZ,1142,37499,19312
60,64,67,83,73,214,53,2721,AZ,1234,24535,19313
38,38,42,58,47,213,36,2722,AZ,1194,13975,19314
33,29,28,34,30,201,24,2723,TX,728,22682,19318
32,29,27,56,39,207,27,2724,CA,256,24917,19320
33,30,27,52,38,205,26,2725,CA,13,10244,19321
36,34,32,52,36,207,27,2726,CA,469,47823,19322
37,33,32,38,29,207,21,2727,CA,157,336265,19323
42,40,41,45,42,209,36,2728,CA,361,39282,19324
40,37,37,44,40,208,34,2729,CA,75,80530,19325
46,47,49,57,59,204,51,2730,CA,56,212375,19326
39,36,37,41,39,206,34,2731,CA,98,109960,19327
35,31,30,43,37,208,29,2732,CA,39,47802,19328
39,35,34,38,34,205,28,2733,CA,144,33351,19329
38,36,36,57,52,206,39,2734,TX,610,10127,19333
32,29,28,47,37,205,27,2735,CA,390,28205,19344
36,37,41,54,63,212,49,2736,CA,1427,20292,19347
28,27,23,95,53,202,26,2737,CA,361,21208,19348
35,32,33,46,43,205,33,2738,CA,66,243916,19351
32,30,29,55,41,209,27,2739,CA,676,20631,19352
35,30,29,32,31,202,24,2740,CA,52,105328,19353
35,30,29,32,28,203,23,2741,CA,20,26324,19354
35,33,33,55,42,203,29,2742,CA,16,18912,19355
34,33,32,55,41,214,29,2743,AZ,1398,48571,19365
41,41,47,53,55,215,46,2744,AZ,1722,35840,19366
52,56,64,78,73,213,56,2745,AZ,1427,11825,19368
40,39,44,51,58,214,52,2746,CA,-112,24953,19379
37,33,32,41,35,213,27,2747,CA,3,38572,19380
40,40,43,48,50,214,42,2748,CA,-59,14758,19382
29,26,23,68,47,199,25,2749,TX,607,19935,19390
35,34,34,63,51,205,32,2750,TX,659,113383,19391
40,40,42,59,58,207,40,2751,TX,659,84246,19397
41,40,45,51,52,209,43,2752,NM,4340,30403,19404
38,37,39,65,58,206,40,2753,TX,735,12552,19422
37,35,35,53,45,207,32,2754,TX,604,365438,19423
47,46,48,63,57,207,43,2755,TX,712,10947,19424
39,39,42,63,60,207,42,2756,TX,597,46979,19425
39,39,39,78,63,205,39,2757,TX,689,21234,19426
43,43,46,56,59,208,45,2758,TX,554,37337,19428
37,34,34,55,44,206,30,2759,TX,709,39627,19429
