B1,B2,B3,B4,B5,B6_VCID_2,B7,system:index,STATE,ELEV_IN_FT,POP_2010,id
27,24,20,70,41,195,22,1277,MN,886,60797,7821
37,36,34,47,40,200,31,1278,MN,922,47941,7822
31,28,27,52,37,199,29,1279,MN,856,20371,7824
26,22,18,71,40,197,18,1280,MN,932,20339,7829
35,31,30,36,31,202,25,1281,MN,830,382578,7830
25,22,17,65,42,194,20,1282,MN,902,49734,7831
33,30,29,49,37,201,27,1283,MN,912,12155,7840
32,30,28,57,50,199,27,1284,MN,879,21456,7841
35,33,33,45,43,202,34,1285,MN,974,11460,7843
34,32,31,55,47,200,31,1286,MN,958,64206,7852
33,30,28,53,40,200,27,1287,MN,902,21086,7853
39,38,39,55,47,201,34,1288,MN,912,11071,7855
37,34,33,51,43,202,32,1289,MN,879,33880,7858
37,33,33,46,40,202,32,1290,MN,971,55954,7859
38,36,40,47,49,206,40,1291,MN,1161,13680,7879
36,33,34,42,46,201,37,1292,MN,994,23352,7889
36,32,32,43,39,202,29,1293,MN,912,20007,7891
32,29,27,52,39,204,26,1294,MN,899,13522,7894
32,30,27,60,51,200,32,1295,MN,1001,13394,7896
37,34,35,47,45,205,36,1296,MN,1184,10666,7950
38,36,37,45,48,203,37,1297,IL,774,25638,8083
42,39,38,66,61,204,41,1298,IL,797,26992,8085
29,26,22,55,36,201,20,1299,IL,653,32574,8086
27,22,18,58,36,193,18,1300,IL,686,19375,8087
38,37,36,53,53,202,41,1301,IA,850,34768,8099
40,38,38,50,51,206,41,1302,IA,942,27552,8112
30,25,22,47,36,196,21,1303,IL,614,74486,8129
38,35,34,60,48,200,33,1304,IL,620,12508,8130
30,29,27,84,61,197,33,1305,IL,646,12323,8131
34,29,27,38,30,202,23,1306,IL,673,27962,8132
40,37,37,45,46,203,38,1307,IL,745,108188,8134
37,34,35,49,47,204,35,1308,IL,712,21495,8135
35,34,33,68,55,204,36,1309,NE,1522,24210,8136
39,36,36,46,41,202,31,1310,IL,686,44121,8142
34,31,30,40,40,203,31,1311,IL,709,141853,8143
37,37,37,64,63,204,44,1312,IA,830,17278,8170
30,28,24,66,45,202,26,1313,IA,955,15254,8171
28,26,23,74,52,190,26,1314,IA,781,13374,8179
37,35,32,66,50,203,30,1315,IL,702,21302,8180
40,36,37,50,51,203,38,1316,IL,577,43483,8181
33,29,27,65,45,203,29,1317,IN,751,50949,8187
38,36,35,49,46,203,36,1318,IN,801,31719,8188
32,28,26,57,41,202,25,1319,IN,722,48252,8190
29,26,22,52,38,200,23,1320,IN,627,31479,8191
34,31,29,50,42,202,29,1321,IL,541,147433,8192
37,35,35,50,46,204,34,1322,IN,591,29698,8193
29,26,24,51,44,199,27,1323,IN,600,80294,8194
37,34,34,47,46,202,35,1324,IN,620,12572,8195
31,28,24,64,45,202,24,1325,IA,581,22886,8202
38,36,36,46,41,203,31,1326,IL,850,12916,8206
36,34,34,49,44,204,33,1327,OH,883,19266,8241
37,35,34,54,44,202,32,1328,IL,515,13636,8243
31,30,29,62,50,205,33,1329,NE,2802,24733,8251
35,35,36,66,61,202,40,1330,OH,1142,25699,8254
27,23,23,65,55,194,29,1331,OH,1089,14227,8255
47,43,44,54,47,204,35,1332,OH,1063,28904,8256
36,34,32,48,45,204,33,1333,IL,656,27537,8260
29,25,20,68,42,198,20,1334,IN,810,253691,8261
30,28,24,74,47,200,26,1335,IN,758,14794,8262
33,31,28,66,47,202,27,1336,NE,1109,15758,8263
36,34,33,57,46,202,32,1337,IL,771,32195,8277
40,40,41,60,53,206,43,1338,NE,2392,10230,8285
34,32,32,55,50,204,36,1339,OH,1158,17488,8290
42,42,44,64,68,204,50,1340,IA,528,11051,8321
35,31,31,43,39,201,29,1341,IL,459,23402,8327
33,27,24,24,23,189,19,1342,NY,105,8175133,8329
37,33,33,42,39,201,28,1343,OH,981,36837,8332
42,41,42,67,62,203,44,1344,IN,814,29948,8339
44,42,43,60,60,206,47,1345,MO,1152,11972,8349
39,36,36,44,40,206,32,1346,IN,810,45468,8353
31,27,24,58,39,199,22,1347,IN,702,67140,8354
34,28,28,33,34,203,28,1348,OH,994,22094,8355
39,38,39,49,50,205,40,1349,IN,850,16422,8358
34,29,27,32,30,205,23,1350,IN,951,70085,8365
41,39,40,48,51,204,41,1351,OH,1043,13227,8366
39,35,34,45,39,203,30,1352,MO,981,17505,8372
29,24,20,60,36,202,19,1353,IN,764,51969,8386
39,36,36,51,46,205,35,1354,IN,942,15792,8387
35,32,34,47,43,202,34,1355,OH,830,41751,8389
33,29,28,35,30,202,23,1356,OH,797,33248,8390
33,30,28,62,47,205,30,1357,IN,1063,18114,8396
37,33,31,49,40,202,28,1358,IN,883,20602,8433
39,37,36,56,49,206,35,1359,IN,873,46001,8434
33,29,27,39,35,205,26,1360,OH,919,13465,8435
35,32,32,51,42,203,31,1361,OH,705,20181,8436
30,29,27,63,47,199,29,1362,IL,610,19446,8438
42,41,40,56,50,204,38,1363,IN,843,10326,8439
30,27,25,52,46,203,30,1364,OH,837,32352,8440
45,43,44,53,54,203,44,1365,IL,735,18555,8449
37,36,35,64,53,205,34,1366,IN,725,23712,8460
34,30,28,41,32,203,25,1367,IN,604,11828,8461
44,42,43,56,57,205,42,1368,MO,869,13974,8463
31,28,25,56,40,203,25,1369,OH,830,12442,8465
32,29,27,51,42,204,29,1370,OH,682,11771,8466
37,32,30,43,36,202,25,1371,OH,807,30712,8467
44,43,44,56,50,203,37,1372,MO,784,11084,8495
28,24,20,70,40,198,19,1373,MO,942,25410,8496
53,55,59,71,70,205,51,1374,MO,879,29149,8502
36,35,33,67,56,205,35,1375,IN,958,11492,8503
47,45,48,66,60,204,42,1376,MO,771,13065,8509
41,39,41,58,58,204,43,1377,MO,801,11543,8515
33,30,29,48,40,205,31,1378,OH,801,10251,8521
40,38,38,52,48,207,38,1379,MO,794,12854,8531
29,26,22,70,45,200,23,1380,MO,1050,24475,8532
41,39,39,49,49,204,41,1381,MO,1037,116830,8534
32,25,22,26,18,197,13,1382,MO,899,459787,8535
33,30,27,59,45,200,28,1383,MO,1040,91364,8538
42,42,43,61,61,204,47,1384,IL,597,12328,8545
38,35,36,53,51,204,40,1385,MO,764,12790,8560
29,25,22,64,39,198,20,1386,IL,541,24293,8564
37,35,35,42,46,203,36,1387,IL,423,29849,8565
38,35,35,48,42,200,31,1388,MO,541,79329,8571
31,28,25,63,44,200,23,1389,MO,564,14545,8572
35,32,32,39,35,202,27,1390,MO,456,10189,8582
32,29,28,55,43,201,29,1391,MO,502,21203,8584
31,27,25,52,42,200,26,1392,MO,574,52158,8586
29,25,20,64,39,197,19,1393,MO,528,27472,8591
33,33,34,57,59,201,38,1394,MO,518,14712,8596
34,30,29,33,32,201,25,1395,MO,659,27540,8598
31,26,24,37,29,201,22,1396,OH,551,11129,8607
36,35,36,49,55,204,39,1397,MO,630,43079,8615
38,36,36,44,48,203,38,1398,IL,417,27006,8629
30,28,25,71,53,200,27,1399,IL,584,17078,8630
37,34,34,47,45,203,34,1400,IL,548,28281,8632
38,34,32,39,32,203,25,1401,IN,446,44953,8642
37,34,35,48,42,203,32,1402,IN,466,15038,8646
33,29,27,43,35,203,25,1403,MO,433,11602,8652
39,38,39,57,56,203,38,1404,IL,512,15277,8654
40,37,36,43,38,203,30,1405,IN,449,36372,8662
42,40,41,82,86,203,63,1406,IN,387,117429,8678
34,31,29,45,40,202,28,1407,MO,912,16240,8686
42,40,44,49,53,204,44,1408,MO,1260,14474,8711
43,41,42,51,51,204,42,1409,IL,423,17193,8712
40,40,41,56,54,202,42,1410,MO,459,13758,8735
38,34,33,39,38,204,29,1411,MO,1004,50150,8771
38,36,35,42,41,203,34,1412,MO,1296,19022,8789
37,35,32,57,44,204,30,1413,MO,1037,11835,8793
37,34,34,38,39,206,33,1414,MO,269,10932,8809
29,25,22,51,36,201,22,1415,MN,1027,12773,8873
35,30,29,42,33,199,23,1416,MN,1030,65842,8881
33,32,31,57,51,202,36,1417,MN,1037,15876,8886
32,30,28,54,51,200,33,1418,MN,879,13571,8899
34,29,26,37,36,202,26,1419,MN,965,16399,8901
25,20,16,54,36,192,14,1420,MN,886,20216,8902
25,19,12,73,41,192,17,1421,MN,876,23668,8904
37,33,32,37,30,197,23,1422,MN,696,18225,8914
29,25,22,53,32,194,19,1423,MN,942,61567,8923
30,28,26,59,51,199,30,1424,MN,971,70576,8929
36,34,35,48,45,200,33,1425,MN,840,35228,8930
34,30,29,40,34,200,26,1426,MN,873,13953,8931
31,28,26,41,33,200,23,1427,MN,899,45250,8935
34,28,27,42,28,185,20,1428,MN,978,38018,8937
35,33,33,58,49,200,32,1429,MN,948,25043,8938
34,33,33,55,48,200,31,1430,MN,958,33660,8939
40,39,40,46,49,201,39,1431,MN,794,285068,8940
36,33,33,40,38,200,29,1432,MN,718,20160,8948
41,38,40,48,45,202,37,1433,MN,965,21874,8951
40,37,38,46,39,202,31,1434,MN,751,37076,8955
36,34,33,53,48,201,32,1435,MN,948,22796,8956
36,33,32,46,37,200,26,1436,MN,722,26911,8957
35,31,29,51,37,199,25,1437,MN,741,16459,8959
46,45,48,57,55,201,40,1438,MN,768,11196,8972
31,28,25,57,39,200,25,1439,MN,830,39309,8975
33,30,27,61,43,203,25,1440,MN,1152,25599,8983
37,35,35,62,51,202,33,1441,MN,1024,106769,8987
40,40,41,58,55,204,41,1442,NE,1106,13353,9129
36,34,31,58,49,202,35,1443,IL,728,23996,9130
35,32,32,43,43,203,31,1444,IL,718,152871,9132
40,39,39,50,47,203,34,1445,IL,623,12515,9181
38,35,34,46,41,203,31,1446,IL,594,17484,9182
35,29,28,41,33,201,22,1447,IL,643,37480,9183
38,37,35,66,54,201,37,1448,IL,669,16256,9184
26,22,17,67,36,195,16,1449,IL,718,24099,9185
39,34,33,35,36,200,29,1450,IL,604,83891,9186
34,29,29,32,30,198,24,1451,IL,873,17519,9187
34,30,29,44,35,202,24,1452,IL,732,32974,9190
36,35,34,62,48,204,32,1453,NE,3891,15039,9197
39,38,39,48,48,204,39,1454,IL,659,15370,9200
35,32,30,46,39,201,28,1455,IL,561,39018,9233
41,40,40,58,49,204,34,1456,IN,692,101168,9241
29,22,19,54,34,192,18,1457,OH,666,18965,9255
39,37,36,44,41,202,32,1458,IL,594,24839,9256
36,33,32,42,41,203,31,1459,IL,650,10856,9258
26,22,18,62,37,193,18,1460,IN,709,11560,9259
26,21,16,64,39,193,18,1461,IN,656,35246,9261
37,34,32,68,49,202,30,1462,IN,610,23603,9262
31,27,24,52,35,202,23,1463,IN,636,36828,9264
31,25,22,38,29,199,20,1464,IN,640,13068,9267
35,31,30,37,37,203,29,1465,IL,620,13710,9271
39,38,38,44,46,203,36,1466,IL,482,18768,9272
41,40,43,53,57,204,43,1467,IL,600,10295,9273
38,35,36,45,39,200,31,1468,IA,886,10352,9293
41,41,42,53,54,204,42,1469,IN,797,10033,9298
34,29,27,25,26,193,21,1470,NE,1060,408958,9315
39,36,36,43,42,205,33,1471,OH,1135,11724,9317
46,48,50,61,69,204,59,1472,NE,1010,18894,9328
35,33,33,60,52,204,36,1473,IA,673,25023,9339
42,39,39,42,47,202,39,1474,IL,643,11931,9352
35,33,31,70,53,203,31,1475,NE,1201,258379,9357
37,34,33,40,40,206,32,1476,IN,653,11417,9363
34,29,27,30,27,195,21,1477,IL,499,115007,9373
33,29,29,39,34,202,26,1478,OH,1227,12303,9374
31,28,25,61,43,203,27,1479,IN,640,18396,9381
32,28,25,51,38,200,24,1480,IL,801,52497,9401
32,30,28,66,53,201,31,1481,IL,505,34094,9402
38,35,34,46,41,203,31,1482,IL,709,19288,9411
52,53,51,73,62,201,38,1483,OH,955,21229,9429
37,36,34,54,44,202,30,1484,OH,906,11500,9430
42,41,42,51,50,203,41,1485,IL,581,14504,9447
38,35,34,53,47,203,34,1486,IL,568,40633,9466
38,36,36,59,62,203,43,1487,OH,876,20522,9467
41,39,40,52,51,204,37,1488,OH,879,35893,9473
36,30,29,35,29,204,23,1489,IN,981,36812,9491
39,38,37,56,49,203,35,1490,IL,600,116250,9517
37,35,34,47,42,202,31,1491,OH,840,18291,9528
37,34,33,53,43,203,30,1492,IN,833,12446,9535
43,43,44,55,53,203,41,1493,IN,883,21285,9536
45,43,45,51,49,203,35,1494,IL,630,11246,9547
41,40,43,65,70,204,53,1495,MO,886,76780,9549
37,34,33,47,40,206,32,1496,IN,764,19191,9561
31,27,24,43,36,203,25,1497,OH,922,21371,9572
32,29,26,54,41,202,27,1498,OH,781,17409,9573
35,31,28,52,38,204,25,1499,IN,456,21724,9665
36,34,33,49,44,204,31,1500,IN,502,60785,9671
38,37,39,57,59,206,44,1501,MO,1017,29526,9681
33,27,25,29,23,200,19,1502,IN,600,17503,9708
44,43,45,54,57,200,45,1503,MO,492,65794,9719
40,40,40,63,57,200,41,1504,MO,443,52575,9721
38,35,33,49,43,204,33,1505,MO,909,21387,9724
40,36,36,41,40,207,33,1506,IN,489,11967,9728
31,29,28,65,48,200,29,1507,MO,577,18094,9739
31,28,26,50,37,201,24,1508,MO,640,16062,9744
28,23,18,54,34,196,16,1509,MO,581,13020,9771
38,36,35,66,57,203,39,1510,MO,1096,19206,9787
37,34,35,41,46,203,35,1511,MO,1119,19559,9849
37,36,36,48,46,204,35,1512,MO,1299,159498,9904
36,33,32,44,39,204,31,1513,MO,1309,14751,9906
36,34,33,54,50,204,35,1514,MO,328,16318,9921
38,37,38,49,51,206,40,1515,MO,1168,17820,9926
37,35,37,43,45,204,36,1516,MO,361,17023,9935
38,34,34,54,48,203,36,1517,MN,1142,19610,9995
32,29,28,56,43,202,29,1518,MN,1063,61961,9998
28,25,20,64,40,196,22,1519,MN,906,12302,10004
35,31,32,46,39,200,27,1520,MN,942,23797,10005
31,31,30,55,32,198,23,1521,MN,1014,10697,10008
37,35,35,43,41,201,32,1522,MN,1027,19540,10012
34,31,30,52,43,203,31,1523,MN,663,27592,10034
38,36,37,44,43,205,35,1524,MN,1594,12764,10036
34,33,32,57,49,201,31,1525,WI,722,24705,10091
38,35,35,47,45,203,34,1526,IL,945,24770,10107
34,31,29,59,47,201,29,1527,IL,823,18271,10109
31,28,27,54,40,202,27,1528,IL,741,30046,10110
30,25,22,52,36,198,22,1529,IL,653,89078,10113
28,24,19,61,43,194,22,1530,IL,646,24413,10114
35,30,28,41,35,203,27,1531,IL,787,14430,10115
31,28,25,60,38,201,23,1532,IL,620,16446,10140
31,27,23,54,39,200,22,1533,IL,623,18978,10142
37,35,35,62,54,203,35,1534,IL,679,41496,10143
48,46,48,59,62,203,51,1535,IL,594,14305,10146
32,30,27,54,43,203,28,1536,IL,623,19277,10147
35,34,34,57,50,203,32,1537,IL,889,37691,10149
39,38,38,58,58,202,42,1538,IL,696,13140,10164
36,30,28,41,37,201,24,1539,IL,784,27086,10165
38,35,35,45,44,205,34,1540,IL,758,52894,10166
34,31,29,46,42,200,27,1541,IL,692,13770,10167
27,22,17,65,37,194,17,1542,IL,702,10559,10168
28,25,21,56,36,198,21,1543,IL,758,39711,10169
31,29,26,58,38,198,23,1544,IL,689,36942,10171
45,46,49,70,68,203,52,1545,IA,1033,13790,10181
36,34,33,60,48,203,33,1546,IA,942,39463,10184
30,27,23,60,40,201,23,1547,IA,827,56609,10185
35,31,30,54,45,202,32,1548,IL,531,12560,10214
26,23,18,58,35,196,19,1549,IL,614,16921,10216
37,34,33,46,41,203,31,1550,IN,725,14850,10221
29,27,25,59,40,200,23,1551,IN,669,29243,10222
42,43,46,57,57,203,41,1552,IN,640,16390,10224
34,31,28,60,48,201,30,1553,IN,630,16893,10225
38,35,34,59,49,202,33,1554,IN,623,23727,10226
26,23,20,53,32,195,19,1555,IN,794,31730,10231
42,39,38,46,38,203,27,1556,OH,594,10594,10234
44,44,47,57,59,204,47,1557,IN,827,13559,10277
37,34,33,46,40,204,30,1558,OH,1171,21567,10294
35,30,27,45,37,204,27,1559,IN,712,10666,10335
38,35,34,48,40,201,30,1560,OH,778,10846,10350
33,28,27,40,30,196,23,1561,IL,761,15134,10377
39,36,36,45,44,203,35,1562,IN,610,29596,10430
35,30,29,32,33,203,27,1563,IL,728,41250,10451
42,41,43,51,45,206,33,1564,OH,1050,11793,10488
34,31,29,62,46,203,28,1565,IN,817,76794,10496
38,35,35,45,43,205,32,1566,IN,886,30068,10500
34,31,30,44,39,204,30,1567,OH,837,25058,10508
35,31,30,44,35,203,27,1568,IN,843,14160,10515
37,35,34,44,41,202,32,1569,OH,863,13575,10522
36,34,35,47,44,204,33,1570,IL,604,11500,10560
36,36,35,56,52,206,38,1571,IN,748,11812,10574
37,34,34,48,42,204,33,1572,IN,732,27631,10579
35,34,34,54,53,206,36,1573,OH,837,24431,10582
30,27,24,68,44,201,26,1574,OH,1001,13209,10584
40,37,37,49,48,204,37,1575,OH,1017,12520,10630
46,42,43,51,56,201,49,1576,MO,541,10540,10689
57,55,57,60,68,204,57,1577,IL,436,10657,10711
39,37,36,50,47,202,36,1578,MO,623,29070,10717
30,27,24,55,39,202,23,1579,MO,863,18838,10721
38,38,39,58,56,203,39,1580,IN,420,18423,10730
41,39,39,65,55,204,37,1581,IN,502,11509,10735
26,20,17,59,37,195,17,1582,MO,584,10815,10738
33,30,29,44,39,201,28,1583,MO,528,35371,10739
32,27,24,39,28,199,19,1584,MO,558,22995,10744
25,21,18,56,42,191,21,1585,MO,755,35517,10746
30,26,22,60,40,199,21,1586,MO,528,10204,10769
37,34,33,43,38,202,28,1587,MO,554,13982,10770
35,30,29,39,38,202,29,1588,IL,407,15241,10781
40,36,36,41,40,203,33,1589,MO,997,10996,10878
33,29,27,36,31,203,23,1590,MO,1004,11986,10887
30,26,23,58,40,200,23,1591,MI,728,10267,11052
34,31,31,44,36,202,28,1592,IL,738,10785,11122
37,35,33,65,54,200,36,1593,IL,741,23499,11123
30,28,24,64,41,199,24,1594,IL,866,28965,11129
31,28,25,59,43,200,25,1595,IL,889,24291,11134
30,31,27,85,66,200,39,1596,IL,699,13638,11149
36,33,33,42,44,204,35,1597,IL,787,20957,11150
29,26,22,68,43,200,23,1598,IL,676,31295,11152
39,38,37,53,48,203,37,1599,IL,873,19631,11160
39,38,39,47,47,206,36,1600,IL,699,20315,11161
30,28,26,62,43,201,26,1601,IL,797,14462,11163
37,30,25,65,40,200,27,1602,IL,686,18225,11167
42,40,42,46,49,202,39,1603,IL,741,10579,11168
36,34,33,43,41,203,32,1604,IL,797,18289,11170
33,30,29,49,41,201,29,1605,IL,768,28175,11171
30,26,24,48,33,199,21,1606,IL,735,31064,11175
28,24,21,59,40,197,23,1607,IL,735,25113,11181
38,38,39,57,59,203,41,1608,IL,804,13603,11184
28,23,19,47,32,193,18,1609,IL,702,75101,11243
36,33,32,40,36,203,27,1610,IL,827,10327,11244
28,24,19,53,37,197,20,1611,IL,810,41208,11246
39,37,36,44,44,203,35,1612,IL,633,19071,11248
34,32,30,61,47,201,32,1613,IL,804,37973,11251
44,45,47,60,58,200,42,1614,IL,617,12926,11253
40,37,37,55,50,201,35,1615,IL,646,15550,11255
39,35,34,44,39,202,30,1616,IL,623,13579,11256
38,35,34,39,36,204,29,1617,IL,630,28331,11257
43,42,43,55,52,202,38,1618,IL,607,16000,11258
41,40,41,50,57,203,43,1619,IL,604,12590,11259
44,43,44,57,55,201,37,1620,IL,646,14100,11260
44,45,47,56,53,203,41,1621,IL,784,51895,11263
35,29,27,35,30,200,23,1622,IL,659,19323,11264
27,24,20,73,46,195,22,1623,IL,597,10950,11267
38,36,36,46,43,204,33,1624,IL,604,23153,11269
38,36,36,54,50,205,34,1625,IL,686,33127,11271
36,33,31,63,44,203,27,1626,IL,643,24883,11272
40,37,37,40,42,204,35,1627,IL,623,19852,11273
47,46,47,55,58,203,49,1628,IL,623,14167,11276
39,36,35,43,41,203,31,1629,IL,643,18333,11278
28,23,18,58,35,192,19,1630,IL,653,44692,11280
45,44,45,55,52,203,41,1631,IL,725,13646,11283
28,23,18,60,35,195,18,1632,IL,630,11172,11284
31,27,25,55,36,199,22,1633,IL,627,10227,11285
31,26,24,49,34,200,20,1634,IL,600,13549,11286
35,33,30,65,47,201,29,1635,IL,653,10506,11290
46,44,46,58,57,202,44,1636,IL,620,10729,11292
37,36,36,59,49,202,33,1637,IL,692,19009,11293
32,28,27,52,45,200,29,1638,IL,627,24090,11294
41,41,41,54,53,203,41,1639,IL,633,25411,11296
41,40,41,47,50,204,37,1640,IL,614,14819,11298
38,35,34,51,43,202,32,1641,IL,623,23270,11299
47,48,50,58,65,203,52,1642,IL,669,54167,11300
38,37,38,49,44,202,32,1643,IL,636,29803,11301
36,36,33,70,51,202,32,1644,IL,640,14572,11302
35,34,33,57,45,202,31,1645,IL,646,33170,11304
32,28,26,65,42,201,24,1646,IL,597,56690,11306
28,24,19,50,30,194,17,1647,IL,620,51878,11307
43,42,41,51,47,203,35,1648,IL,705,56767,11310
34,31,29,51,38,203,27,1649,IL,741,68557,11311
35,34,32,66,52,201,33,1650,IL,712,21975,11313
40,36,35,44,40,202,32,1651,IL,636,27087,11316
46,42,41,51,54,201,47,1652,IL,653,12187,11317
41,39,39,48,48,202,36,1653,IL,610,10789,11318
25,21,16,61,35,192,17,1654,IL,794,74227,11319
48,48,49,53,56,203,47,1655,IL,640,11793,11320
44,43,43,58,52,202,36,1656,IL,607,64784,11321
36,31,30,39,34,202,25,1657,IL,600,22030,11324
30,25,23,60,37,198,20,1658,IL,807,39858,11328
40,39,39,62,50,201,37,1659,IL,614,11054,11329
38,33,32,37,35,201,27,1660,IL,699,56703,11331
46,46,47,60,59,202,47,1661,IL,636,16718,11332
28,24,20,62,41,195,22,1662,IL,673,12975,11333
43,43,45,55,53,203,39,1663,IL,650,37648,11334
36,32,29,49,40,201,28,1664,IL,640,18438,11350
37,35,35,47,46,203,34,1665,IL,679,16760,11351
28,24,21,53,37,197,21,1666,IL,709,21985,11354
35,31,29,35,30,192,23,1667,IL,679,18352,11398
43,42,44,53,57,204,44,1668,IL,764,22018,11399
39,37,37,46,47,203,34,1669,IL,673,22390,11401
28,24,20,48,33,192,18,1670,IL,718,43165,11402
30,26,24,47,35,198,23,1671,IL,699,16816,11403
37,34,33,42,41,204,31,1672,IL,741,47833,11404
39,36,35,52,41,203,30,1673,IL,741,27450,11405
29,27,23,72,47,197,26,1674,IL,761,34208,11406
37,34,35,42,37,205,29,1675,IL,771,22763,11407
29,25,21,58,39,198,23,1676,IL,732,32971,11411
41,39,39,47,47,205,37,1677,IL,702,21904,11412
38,37,38,53,50,203,39,1678,IL,748,24685,11414
36,33,33,47,40,203,28,1679,IL,702,73366,11482
29,27,23,53,34,192,18,1680,IL,738,24220,11483
35,33,31,61,49,201,32,1681,IL,761,17782,11486
30,26,24,55,42,198,24,1682,IL,620,39680,11489
35,31,30,51,41,202,28,1683,IL,705,18740,11491
33,31,28,49,38,202,27,1684,IL,669,24394,11493
37,36,34,65,54,202,36,1685,IL,617,39581,11495
26,21,16,60,33,193,16,1686,IL,577,15615,11496
35,33,31,59,46,202,27,1687,IL,640,30355,11508
44,43,45,60,56,204,43,1688,IL,610,10924,11618
30,26,22,60,37,200,20,1689,IL,650,18631,11692
33,31,28,63,45,202,30,1690,IL,633,15895,11693
38,34,33,51,42,202,30,1691,IL,718,16267,11991
38,35,35,47,45,202,35,1692,IL,748,12941,12227
31,25,23,38,34,201,22,1693,OH,778,25201,12490
34,33,32,55,48,200,33,1694,IL,466,12934,12795
26,22,18,58,39,192,19,1695,IL,610,17982,12796
43,42,43,60,57,203,47,1696,IL,663,12651,12877
32,29,26,50,39,201,25,1697,IL,545,13430,12880
37,33,34,50,47,206,36,1698,SC,236,14062,13089
25,20,14,49,33,189,15,1699,GA,915,14568,13092
36,35,34,59,54,204,35,1700,GA,417,29011,13095
37,34,32,48,42,202,29,1701,FL,135,20602,13104
26,20,15,49,29,190,13,1702,LA,10,11535,13110
30,27,24,62,43,199,23,1703,LA,0,16377,13111
28,25,21,69,42,197,19,1704,FL,121,10981,13119
31,27,23,62,41,198,23,1705,FL,89,10239,13120
45,45,45,62,56,204,43,1706,FL,105,13467,13121
37,35,33,57,50,205,37,1707,FL,36,13986,13122
42,40,40,55,50,204,37,1708,FL,10,14863,13127
28,24,22,61,47,199,25,1709,FL,10,22612,13129
39,39,41,57,52,204,38,1710,KY,840,15926,13160
35,33,33,48,44,206,34,1711,KY,925,29951,13161
32,31,29,61,48,202,30,1712,KY,860,16325,13163
37,33,33,45,41,206,31,1713,KY,912,18082,13168
37,34,32,43,41,204,32,1714,KY,551,21684,13195
39,37,36,42,43,205,35,1715,KY,846,29098,13197
36,33,31,56,45,206,31,1716,KY,505,25527,13210
38,35,35,52,48,207,36,1717,KY,725,28531,13218
35,31,29,41,35,204,26,1718,KY,646,11700,13219
33,30,26,57,42,205,29,1719,KY,1024,13561,13225
39,38,40,48,50,206,40,1720,KY,528,58067,13265
40,37,36,52,47,205,37,1721,KY,755,14028,13268
44,42,42,50,48,204,34,1722,TN,538,30278,13295
38,36,36,45,43,201,36,1723,TN,1676,26702,13301
30,28,29,63,61,196,37,1724,NC,594,15527,13309
37,33,31,49,41,202,30,1725,TN,1526,14176,13314
27,22,17,50,34,191,18,1726,NC,3,18683,13315
35,33,33,62,49,202,33,1727,AR,1296,35301,13319
41,39,39,51,48,206,35,1728,AR,1050,12943,13327
34,31,30,38,34,202,27,1729,TN,476,15921,13345
41,40,41,55,54,204,40,1730,NC,827,269666,13356
46,45,43,56,54,204,44,1731,NC,636,14153,13361
43,40,41,61,55,205,40,1732,NC,650,49963,13362
47,49,53,77,67,204,49,1733,NC,400,228330,13364
35,33,33,49,50,205,44,1734,AR,1401,73580,13368
37,35,33,57,54,204,36,1735,TN,308,17145,13372
37,35,34,53,46,202,33,1736,TN,646,62487,13380
34,32,29,53,43,201,28,1737,TN,741,37060,13381
28,25,21,56,49,192,26,1738,TN,935,10919,13386
39,37,37,45,45,203,35,1739,AR,256,15620,13390
38,36,37,47,48,206,38,1740,AR,338,10248,13398
39,36,37,46,40,205,33,1741,NC,866,11415,13399
39,36,34,48,41,204,33,1742,NC,840,25012,13400
31,28,24,59,44,200,26,1743,NC,56,84554,13407
36,34,33,56,46,201,32,1744,NC,2129,83393,13411
36,32,29,46,39,203,27,1745,TN,390,10292,13413
35,32,32,41,45,207,34,1746,TN,860,13458,13429
35,31,30,47,40,204,27,1747,NC,108,36437,13432
37,33,33,37,33,200,24,1748,NC,476,15903,13444
32,28,27,60,54,202,31,1749,TN,699,12684,13450
33,30,28,46,38,201,26,1750,TN,784,20979,13452
40,38,38,52,46,203,33,1751,AR,440,86209,13456
34,31,29,43,38,205,29,1752,NC,804,71741,13468
41,39,38,52,54,207,42,1753,NC,682,10076,13469
36,34,33,54,48,205,35,1754,TN,279,54613,13472
29,25,21,56,39,200,23,1755,TN,377,38844,13473
40,39,41,54,56,204,44,1756,NC,102,200564,13490
34,33,34,61,60,204,41,1757,SC,876,14140,13491
38,37,37,55,51,205,40,1758,SC,988,14229,13492
38,36,36,47,46,206,38,1759,SC,1040,14295,13495
27,23,21,57,45,193,23,1760,SC,925,21617,13498
34,29,27,37,31,194,24,1761,SC,984,58409,13501
37,34,34,47,43,208,35,1762,SC,1014,25515,13502
33,30,27,54,42,205,27,1763,SC,784,12414,13515
38,36,37,46,49,204,37,1764,AR,253,15371,13522
36,35,34,63,51,206,36,1765,SC,1066,19993,13526
40,39,41,51,52,206,42,1766,AR,299,23776,13530
40,39,41,54,55,202,47,1767,AL,548,39319,13540
31,26,23,33,27,194,20,1768,AL,722,21897,13542
39,37,36,52,46,204,35,1769,NC,39,13293,13558
37,34,33,43,44,206,34,1770,AL,902,14012,13566
37,33,34,44,44,206,33,1771,AR,407,30681,13572
